universidad,especialidad,ingreso,genero,year,especialidad_quirurgica,especialidad_tipo,subespecialidad,region
UCSM,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,"CIRUGIA DE CABEZA, CUELLO Y MAXILOFACIAL",NA,0,2013,1,quirurgica,0,Sur
UCSM,CIRUGIA ONCOLOGICA,NA,0,2013,1,quirurgica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,OFTALMOLOGIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,PEDIATRIA,NA,1,2013,0,clinica,0,Sur
UCSM,ANATOMIA PATOLOGICA,NA,1,2013,0,laboratorio_diagnostica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UCSM,NEUMOLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,"CIRUGIA DE CABEZA, CUELLO Y MAXILOFACIAL",NA,0,2013,1,quirurgica,0,Sur
UCSM,DERMATOLOGIA,NA,0,2013,0,medico_quirurgica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,MEDICINA DE REHABILITACION,NA,0,2013,0,clinica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,NEUMOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,ANATOMIA PATOLOGICA,NA,1,2013,0,laboratorio_diagnostica,0,Sur
UCSM,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,PEDIATRIA,NA,NA,2013,0,clinica,0,Sur
UCSM,MEDICINA INTERNA,NA,NA,2013,0,clinica,0,Sur
UCSM,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UCSM,OFTALMOLOGIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,NA,2013,0,medico_quirurgica,0,Sur
UCSM,OTORRINOLARINGOLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,OTORRINOLARINGOLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,MEDICINA INTENSIVA,NA,0,2013,0,clinica,0,Sur
UCSM,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Sur
UCSM,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Sur
UCSM,OTORRINOLARINGOLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,NEUROCIRUGIA,NA,0,2013,1,quirurgica,0,Sur
UCSM,MEDICINA DE REHABILITACION,NA,0,2013,0,clinica,0,Sur
UCSM,CARDIOLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,NEUMOLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,CIRUGIA ONCOLOGICA,NA,0,2013,1,quirurgica,0,Sur
UCSM,UROLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UCSM,DERMATOLOGIA,NA,0,2013,0,medico_quirurgica,0,Sur
UCSM,ANATOMIA PATOLOGICA,NA,1,2013,0,laboratorio_diagnostica,0,Sur
UCSM,HEMATOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,MEDICINA FAMILIAR Y COMUNITARIA,NA,1,2013,0,clinica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,CARDIOLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,0,2013,0,medico_quirurgica,0,Sur
UCSM,CARDIOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,MEDICINA INTENSIVA,NA,1,2013,0,clinica,0,Sur
UCSM,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,OFTALMOLOGIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,NA,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,OFTALMOLOGIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,RADIOTERAPIA,NA,1,2013,0,clinica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,MEDICINA ONCOLOGICA,NA,1,2013,0,clinica,0,Sur
UCSM,"CIRUGIA DE CABEZA, CUELLO Y MAXILOFACIAL",NA,0,2013,1,quirurgica,0,Sur
UCSM,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UCSM,NEUROCIRUGIA,NA,1,2013,1,quirurgica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,OTORRINOLARINGOLOGIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,"CIRUGIA DE CABEZA, CUELLO Y MAXILOFACIAL",NA,1,2013,1,quirurgica,0,Sur
UCSM,OFTALMOLOGIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,UROLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,NEUROLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,CIRUGIA ONCOLOGICA,NA,1,2013,1,quirurgica,0,Sur
UCSM,OTORRINOLARINGOLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,CIRUGIA GENERAL,NA,1,2013,1,quirurgica,0,Sur
UCSM,MEDICINA INTENSIVA,NA,0,2013,0,clinica,0,Sur
UCSM,UROLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,MEDICINA ONCOLOGICA,NA,1,2013,0,clinica,0,Sur
UCSM,UROLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,0,2013,0,medico_quirurgica,0,Sur
UCSM,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UCSM,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,PEDIATRIA,NA,1,2013,0,clinica,0,Sur
UCSM,PEDIATRIA,NA,1,2013,0,clinica,0,Sur
UCSM,MEDICINA DE REHABILITACION,NA,1,2013,0,clinica,0,Sur
UCSM,RADIOTERAPIA,NA,1,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,NEUROLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,NEUROLOGIA,NA,0,2013,0,clinica,0,Sur
UCSM,OTORRINOLARINGOLOGIA,NA,0,2013,1,medico_quirurgica,0,Sur
UCSM,OFTALMOLOGIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,MEDICINA DE REHABILITACION,NA,0,2013,0,clinica,0,Sur
UCSM,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Sur
UCSM,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Sur
UCSM,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Sur
UCSM,DERMATOLOGIA,NA,0,2013,0,medico_quirurgica,0,Sur
UCSM,NEONATOLOGIA,NA,1,2013,0,clinica,1,Sur
UCV,MEDICINA FAMILIAR Y COMUNITARIA,NA,1,2013,0,clinica,0,Norte
UCV,MEDICINA FAMILIAR Y COMUNITARIA,NA,0,2013,0,clinica,0,Norte
UCV,MEDICINA INTERNA,NA,1,2013,0,clinica,0,Norte
UCV,NEFROLOGIA,NA,1,2013,0,clinica,0,Norte
UCV,NEFROLOGIA,NA,0,2013,0,clinica,0,Norte
UCV,MEDICINA FAMILIAR Y COMUNITARIA,NA,1,2013,0,clinica,0,Norte
UCV,NEFROLOGIA,NA,0,2013,0,clinica,0,Norte
UCV,MEDICINA FAMILIAR Y COMUNITARIA,NA,1,2013,0,clinica,0,Norte
UCV,NEFROLOGIA,NA,0,2013,0,clinica,0,Norte
UCV,MEDICINA FAMILIAR Y COMUNITARIA,NA,1,2013,0,clinica,0,Norte
UNA,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UNA,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Sur
UNA,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,MEDICINA FAMILIAR Y COMUNITARIA,NA,0,2013,0,clinica,0,Sur
UNA,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UNA,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UNA,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Sur
UNA,PEDIATRIA,NA,1,2013,0,clinica,0,Sur
UNA,MEDICINA INTERNA,NA,1,2013,0,clinica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,PEDIATRIA,NA,1,2013,0,clinica,0,Sur
UNA,PEDIATRIA,NA,1,2013,0,clinica,0,Sur
UNA,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UNA,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,MEDICINA INTERNA,NA,0,2013,0,clinica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,MEDICINA FAMILIAR Y COMUNITARIA,NA,1,2013,0,clinica,0,Sur
UNA,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Sur
UNA,ANESTESIOLOGIA,NA,1,2013,0,clinica,0,Sur
UNA,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,PEDIATRIA,NA,1,2013,0,clinica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,0,2013,0,medico_quirurgica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UNA,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,0,2013,0,medico_quirurgica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,NA,2013,1,medico_quirurgica,0,Sur
UNA,MEDICINA INTERNA,NA,0,2013,0,clinica,0,Sur
UNA,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UNA,PEDIATRIA,NA,0,2013,0,clinica,0,Sur
UNA,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Sur
UNA,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Sur
UNA,ANESTESIOLOGIA,NA,1,2013,0,clinica,0,Sur
UNA,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Sur
UNAP,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPICALES,NA,0,2013,0,clinica,0,Oriente
UNAP,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Oriente
UNAP,PEDIATRIA,NA,0,2013,0,clinica,0,Oriente
UNAP,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Oriente
UNAP,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Oriente
UNAP,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Oriente
UNAP,PEDIATRIA,NA,1,2013,0,clinica,0,Oriente
UNAP,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPICALES,NA,0,2013,0,clinica,0,Oriente
UNAP,PEDIATRIA,NA,0,2013,0,clinica,0,Oriente
UNAP,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Oriente
UNAP,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPICALES,NA,0,2013,0,clinica,0,Oriente
UNC,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Norte
UNC,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Norte
UNC,PEDIATRIA,NA,1,2013,0,clinica,0,Norte
UNC,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Norte
UNC,PEDIATRIA,NA,1,2013,0,clinica,0,Norte
UNC,PATOLOGIA CLINICA,NA,0,2013,0,laboratorio_diagnostica,0,Norte
UNC,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Norte
UNC,MEDICINA FAMILIAR Y COMUNITARIA,NA,1,2013,0,clinica,0,Norte
UNC,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Norte
UNC,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Norte
UNC,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Norte
UNC,PEDIATRIA,NA,1,2013,0,clinica,0,Norte
UNC,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Norte
UNC,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Norte
UNC,PEDIATRIA,NA,0,2013,0,clinica,0,Norte
UNC,PEDIATRIA,NA,0,2013,0,clinica,0,Norte
UNC,PEDIATRIA,NA,1,2013,0,clinica,0,Norte
UNC,PEDIATRIA,NA,0,2013,0,clinica,0,Norte
UNC,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Norte
UNC,CIRUGIA GENERAL,NA,1,2013,1,quirurgica,0,Norte
UNC,PEDIATRIA,NA,1,2013,0,clinica,0,Norte
UNC,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Norte
UNC,RADIOLOGIA,NA,1,2013,0,laboratorio_diagnostica,0,Norte
UNC,MEDICINA INTERNA,NA,0,2013,0,clinica,0,Norte
UNC,PEDIATRIA,NA,1,2013,0,clinica,0,Norte
UNC,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Norte
UNC,RADIOLOGIA,NA,1,2013,0,laboratorio_diagnostica,0,Norte
UNCP,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Centro
UNCP,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Centro
UNCP,PEDIATRIA,NA,1,2013,0,clinica,0,Centro
UNCP,RADIOLOGIA,NA,1,2013,0,laboratorio_diagnostica,0,Centro
UNCP,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Centro
UNCP,MEDICINA FAMILIAR Y COMUNITARIA,NA,0,2013,0,clinica,0,Centro
UNCP,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Centro
UNCP,PEDIATRIA,NA,0,2013,0,clinica,0,Centro
UNCP,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Centro
UNCP,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Centro
UNCP,ANESTESIOLOGIA,NA,1,2013,0,clinica,0,Centro
UNCP,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Centro
UNCP,PEDIATRIA,NA,1,2013,0,clinica,0,Centro
UNCP,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Centro
UNCP,PEDIATRIA,NA,1,2013,0,clinica,0,Centro
UNCP,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Centro
UNCP,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Centro
UNCP,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Centro
UNCP,MEDICINA INTERNA,NA,0,2013,0,clinica,0,Centro
UNCP,MEDICINA INTERNA,NA,1,2013,0,clinica,0,Centro
UNCP,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Centro
UNCP,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Centro
UNCP,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Centro
UNCP,MEDICINA INTERNA,NA,1,2013,0,clinica,0,Centro
UNCP,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Centro
UNCP,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Centro
UNCP,RADIOLOGIA,NA,1,2013,0,laboratorio_diagnostica,0,Centro
UNCP,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Centro
UNCP,PEDIATRIA,NA,0,2013,0,clinica,0,Centro
UNCP,PEDIATRIA,NA,0,2013,0,clinica,0,Centro
UNCP,ORTOPEDIA Y TRAUMATOLOGIA,NA,0,2013,1,medico_quirurgica,0,Centro
UNCP,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Centro
UNCP,PEDIATRIA,NA,1,2013,0,clinica,0,Centro
UNCP,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Centro
UNCP,PEDIATRIA,NA,1,2013,0,clinica,0,Centro
UNCP,PEDIATRIA,NA,0,2013,0,clinica,0,Centro
UNCP,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Centro
UNCP,ORTOPEDIA Y TRAUMATOLOGIA,NA,1,2013,1,medico_quirurgica,0,Centro
UNCP,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Centro
UNCP,PEDIATRIA,NA,0,2013,0,clinica,0,Centro
UNCP,ANESTESIOLOGIA,NA,1,2013,0,clinica,0,Centro
UNCP,MEDICINA ONCOLOGICA,NA,0,2013,0,clinica,0,Centro
UNCP,ANESTESIOLOGIA,NA,1,2013,0,clinica,0,Centro
UNCP,MEDICINA FAMILIAR Y COMUNITARIA,NA,1,2013,0,clinica,0,Centro
UNCP,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Centro
UNCP,ANESTESIOLOGIA,NA,NA,2013,0,clinica,0,Centro
UNCP,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Centro
UNCP,ANESTESIOLOGIA,NA,1,2013,0,clinica,0,Centro
UNCP,RADIOLOGIA,NA,1,2013,0,laboratorio_diagnostica,0,Centro
UNCP,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Centro
UNCP,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Centro
UNFV,MEDICINA INTENSIVA,NA,1,2013,0,clinica,0,Lima
UNFV,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Lima
UNFV,CARDIOLOGIA,NA,1,2013,0,clinica,0,Lima
UNFV,PEDIATRIA,NA,0,2013,0,clinica,0,Lima
UNFV,GERIATRIA,NA,0,2013,0,clinica,0,Lima
UNFV,RADIOLOGIA,NA,0,2013,0,laboratorio_diagnostica,0,Lima
UNFV,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Lima
UNFV,MEDICINA DE REHABILITACION,NA,0,2013,0,clinica,0,Lima
UNFV,CIRUGIA PEDIATRICA,NA,1,2013,1,quirurgica,0,Lima
UNFV,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Lima
UNFV,PEDIATRIA,NA,0,2013,0,clinica,0,Lima
UNFV,MEDICINA INTERNA,NA,1,2013,0,clinica,0,Lima
UNFV,ANESTESIOLOGIA,NA,0,2013,0,clinica,0,Lima
UNFV,PEDIATRIA,NA,1,2013,0,clinica,0,Lima
UNFV,PEDIATRIA,NA,1,2013,0,clinica,0,Lima
UNFV,DERMATOLOGIA,NA,1,2013,0,medico_quirurgica,0,Lima
UNFV,PSIQUIATRIA,NA,0,2013,0,clinica,0,Lima
UNFV,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Lima
UNFV,CIRUGIA GENERAL,NA,0,2013,1,quirurgica,0,Lima
UNFV,GASTROENTEROLOGIA,NA,0,2013,0,clinica,0,Lima
UNFV,GINECOLOGIA Y OBSTETRICIA,NA,0,2013,1,medico_quirurgica,0,Lima
UNFV,CIRUGIA DE TORAX Y CARDIOVASCULAR,NA,0,2013,1,quirurgica,0,Lima
UNFV,MEDICINA DE REHABILITACION,NA,1,2013,0,clinica,0,Lima
UNFV,NEUROCIRUGIA,NA,0,2013,1,quirurgica,0,Lima
UNFV,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Lima
UNFV,PSIQUIATRIA,NA,0,2013,0,clinica,0,Lima
UNFV,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Lima
UNFV,PEDIATRIA,NA,0,2013,0,clinica,0,Lima
UNFV,UROLOGIA,NA,1,2013,1,medico_quirurgica,0,Lima
UNFV,CIRUGIA GENERAL,NA,1,2013,1,quirurgica,0,Lima
UNFV,CIRUGIA ONCOLOGICA,NA,1,2013,1,quirurgica,0,Lima
UNFV,PEDIATRIA,NA,1,2013,0,clinica,0,Lima
UNFV,MEDICINA DE EMERGENCIAS Y DESASTRES,NA,0,2013,0,medico_quirurgica,0,Lima
UNFV,PEDIATRIA,NA,1,2013,0,clinica,0,Lima
UNFV,GINECOLOGIA Y OBSTETRICIA,NA,1,2013,1,medico_quirurgica,0,Lima
UNFV,PEDIATRIA,NA,1,2013,0,clinica,0,Lima
UNFV,ENDOCRINOLOGIA,NA,1,2013,0,clinica,0,Lima
