name,gender
matheson,M
mathew,M
mathias,M
mathieu,M
mathijs,M
mathilda,F
mathilde,F
mathildus,M
mathis,M
mathivannan,M
mathurin,M
mathurine,F
mati,M
matic,M
matija,M
matild,F
matilda,F
matilde,F
matimila,F
matina,F
matinoula,F
matis,M
matisha,F
matiss,M
matisse,M
matisyahu,M
matityahu,M
matjaz,M
matko,M
mato,M
matriona,F
matroana,F
matrona,F
mats,M
matsje,F
matsue,F
matt,M
mattea,F
matteo,M
matthaios,M
matthaus,M
matthea,F
matthew,M
matthieu,M
matthijs,M
matthildi,F
matthildur,F
matthis,M
matthissa,F
matti,M
mattia,M
mattias,M
mattin,M
matts,M
matus,M
matvei,M
matxalen,F
matyas,M
matylda,F
maud,F
maude,F
maudie,F
maudy,F
mauk,M
mauno,M
maunu,M
maura,F
maurane,F
maureen,F
mauri,M
maurice,M
mauriceta,F
mauricette,F
mauriciu,M
maurilia,F
maurilio,M
maurin,M
maurine,F
maurits,M
mauritz,M
maurizia,F
maurizio,M
mauro,M
maurus,M
maury,M
maverick,M
mavis,F
mavluda,F
mavretta,F
maxance,M
maxat,M
maxence,M
maxi,F
maxim,M
maxime,M
maximiana,F
maximiano,M
maximiliaan,M
maximilian,M
maximiliana,F
maximiliane,F
maximiliano,M
maximilien,M
maximilienne,F
maximillian,M
maximin,M
maximina,F
maximino,M
maxine,F
maxl,M
maxwell,M
may,F
maya,F
mayako,F
maybelle,F
maybrit,F
maybritt,F
mayeul,M
mayk,M
mayke,F
maykel,M
mayme,F
maynard,M
mayo,F
mayola,F
mayra,F
mayram,F
maysa,F
maysam,F
maysan,F
maysoon,F
maysoun,F
maysun,F
maytal,F
mayte,F
mayu,F
mayuko,F
mayumi,F
mayura,F
mayyadah,F
mazal,F
maze,F
mazen,M
mazhar,M
maziar,M
mazie,F
mazin,M
mazlum,M
mcarthur,M
mckayla,F
mckenna,F
mckinley,M
me,?
mea,F
meabh,F
meadhbh,F
meadow,F
meagan,F
meaghan,F
mebarek,M
mecbure,F
mechelle,F
mechteld,F
mechthild,F
mechthilde,F
mechtild,F
mechtilde,F
mechtildis,F
mecislavas,M
mecislovas,M
mecit,M
mecnun,M
mecys,M
meda,F
medaim,M
medarda,F
medardas,M
medardus,M
medea,F
mederic,M
mederick,F
medet,M
mediha,F
medina,F
medine,F
medrea,F
mee,?
meeli,F
meelika,F
meelike,F
meelis,M
meeme,M
meena,F
meenakshi,F
meenal,F
meendert,M
meene,?
meener,M
meenhard,M
meenje,F
meenke,?
meeno,M
meent,M
meentje,F
meentke,?
meenu,F
meera,F
meeri,F
mees,M
meeta,F
mefail,M
mefkure,F
mefodija,F
meg,F
megan,F
megane,F
megha,F
meghan,F
meghana,F
meghann,F
megi,F
meglena,F
megsed,M
megumu,M
mehar,M
mehdi,M
mehdo,M
mehebbet,F
mehis,M
mehludin,M
mehman,M
mehme,M
mehmed,M
mehmedalija,M
mehmet,M
meho,M
mehran,M
mehrangiz,F
mehrdad,M
mehriban,F
mehrie,F
mehrnaz,F
mehrnoush,F
mehroo,F
mehrudin,M
mehseti,F
mehtap,F
mehves,F
meida,F
meigo,M
meik,M
meikel,M
meile,F
meili,F
meiline,F
meilute,F
mein,F
meina,F
meinard,M
meindert,M
meineke,M
meinert,M
meinfried,M
meinfriede,F
meinhard,M
meinharda,F
meinhardine,F
meinhardt,M
meinhart,M
meini,F
meinie,F
meino,M
meinold,M
meinolf,M
meinou,F
meinrad,M
meint,M
meinte,M
meinulf,M
meir,M
meira,F
meirav,F
meirion,M
meisje,F
meital,F
mejra,M
mejreme,F
mejse,F
mejtan,M
mejte,F
mekkin,F
melachroini,F
melahat,F
melaine,F
melani,F
melanija,F
melaniya,F
melany,F
melanya,F
melba,F
melchert,M
melchior,M
melchiora,F
melchiore,M
melchiorre,M
melchor,M
melda,F
meldra,F
melech,M
melehat,F
melek,F
melentina,F
meleqe,F
meleri,F
meletios,M
melf,M
melhem,M
melia,F
melie,F
melih,M
meliha,F
melihat,F
melihate,F
melihcan,M
melik,M
melika,F
melike,F
melina,F
melinija,F
melino,M
melis,F
melisande,F
melise,F
melita,F
melitina,F
melitta,F
melker,M
melkon,M
melkorka,F
mellanie,F
melle,M
mellisa,F
mellissa,F
melodee,F
melody,F
melonie,F
melpomeni,F
mels,M
meltem,F
meltiade,M
melton,M
melusine,F
meluta,F
melva,F
melvin,M
melvina,F
melvyn,M
melyna,F
melynda,F
melyssa,F
memduh,M
memet,M
memis,M
memke,?
memnuna,F
memnune,F
mena,F
menachem,M
menahem,M
menandros,M
menashe,M
menasseh,M
mende,M
mendel,M
menderes,M
mendim,M
mendushe,F
menekse,F
menelaos,M
menga,F
mengia,F
menhard,M
menk,M
menka,F
menke,?
menko,M
menna,F
menne,M
menno,M
meno,M
mensaidas,M
mense,M
mensur,M
mensura,F
mensure,F
mentar,M
mentko,M
mentor,M
menucha,F
menyhert,M
menzies,M
menzo,M
mera,F
merab,M
meral,F
meralina,F
merav,F
mercan,F
merce,F
mercede,F
mercedes,F
mercedesz,F
merces,F
meredydd,M
meredyth,F
mereke,F
merel,F
merens,M
meret,F
merete,F
merethe,F
merge,F
mergim,M
mergime,F
mergita,F
meri,F
meriadec,M
meriam,F
meric,F
merid,M
meriel,F
merih,M
merijn,M
merike,F
merilda,F
merilee,F
merili,F
merilin,F
merily,F
merilyn,F
merima,F
merino,M
merit,F
merita,F
merite,F
meriton,M
merituuli,F
merja,F
merje,F
merka,F
merkur,M
merl,M
merlene,F
merli,F
merlijn,M
merlind,F
merlinda,F
merlinde,F
merlyn,M
merna,F
meropi,F
merra,F
merri,F
merrilee,F
merrill,M
merritt,M
mersed,M
mersiha,F
mersija,F
mersin,M
mersudin,M
mert,M
mertcan,M
merten,M
merter,M
mertin,M
mertkan,M
merton,M
meruert,F
merujan,M
merushe,F
meruyert,F
mervana,F
merve,F
mervi,F
mervin,M
mervyn,M
mery,F
meryem,F
meryl,F
meschka,F
meshka,F
messaline,F
messaoud,M
messaouda,F
mesud,M
mesude,F
mesure,F
mesut,M
meta,F
metanet,F
metaxia,F
mete,M
metehan,M
metella,F
metello,M
metha,F
methusalem,M
metie,F
metije,F
metin,M
metje,F
metka,F
metod,M
metodi,M
metodija,M
metody,M
metta,F
mettje,F
meurig,M
mevlan,M
mevlida,F
mevlide,F
mevlija,F
mevludin,M
mevlut,M
mevluthan,M
mevser,F
mevsud,M
mevsur,?
mevzet,M
mexhide,F
mexhit,M
meydan,M
meyke,F
meyvant,M
mhairi,F
mher,M
miah,F
mian,?
miapetra,F
mica,M
micael,M
micaela,F
michaela,F
michaele,F
michaelle,F
michail,M
michailas,M
michailo,M
michala,F
michalina,F
michalis,M
michalitsa,F
michaylo,M
michel,M
michela,F
michelangela,F
michelangelo,M
michelina,F
micheline,F
michelino,M
michell,F
michella,F
michi,?
michiaki,M
michie,F
michiel,M
michiharu,M
michihiko,M
michihiro,M
michihisa,M
michiko,F
michio,M
michirou,M
michiru,F
michiya,M
michiyasu,M
michiyo,F
michl,M
michoel,M
michou,F
mick,M
mickaelle,F
micke,M
mickey,M
micki,F
mickie,F
micko,M
micky,M
micol,F
micsunel,M
micsunica,F
micuta,F
middent,M
midhad,M
midhat,M
midori,F
mie,F
mieczyslaw,M
mieczyslawa,F
miek,F
mieke,F
mieko,F
miel,M
mien,F
miens,F
mient,M
miente,M
mientje,F
miep,F
miervaldis,M
mietta,F
migdalia,F
migena,F
miglena,F
miglute,F
mignon,F
miguela,F
miha,M
mihael,M
mihaela,F
mihai,M
mihaica,F
mihaiela,F
mihail,M
mihaila,F
mihailo,M
mihails,M
mih,M
mihaiu,M
mihajlo,M
mihal,M
mihallaq,M
mihaly,M
mihane,F
miharu,F
mihhail,M
mihkel,M
mihoko,F
mihovil,M
mihoyo,F
mihran,M
mihret,M
mihriban,F
mihrican,F
mihrije,F
miia,F
miika,M
miikka,M
miina,F
mijat,M
mijke,F
mijnie,F
mijo,M
mik,M
mikael,M
mikaela,F
mikaelle,F
mikail,M
mikako,F
mikal,M
mikala,F
mikalai,M
mikalaj,M
mikas,M
mikase,F
mikayel,M
mikayil,M
mikayla,F
mikelijne,F
mikelis,M
mikhael,M
mikhail,M
mikhailo,M
mikhajlo,M
mikhaylo,M
mikheil,M
mikie,F
mikiko,F
mikio,M
mikis,M
mikito,M
mikk,M
mikkel,M
mikkeline,F
mikko,M
miklos,M
mikola,M
miks,M
miktat,M
miku,F
mikulas,M
mila,F
milad,M
milada,F
miladi,M
miladin,M
miladinka,F
milagros,F
milagrosa,F
milaim,M
milan,M
milana,F
milanka,F
milanko,M
milasin,M
milburn,M
milcho,M
milco,M
milda,F
mildaras,M
mildred,F
mildrid,F
mile,M
mileda,F
milen,M
milene,F
milenija,F
milenka,F
milenko,M
mileno,M
miles,M
mileta,M
mileva,F
milford,M
mili,F
milia,F
milian,M
miliana,F
milibor,M
milic,M
milica,F
milija,F
milijan,M
milijana,F
milijanka,F
milika,F
milimir,M
milina,F
milinka,F
milinko,M
milisav,M
milita,F
militiadis,M
militza,F
milivoj,M
milivoje,M
milja,F
miljan,M
miljana,F
miljenka,F
miljenko,M
miljeta,F
miljka,F
miljko,M
miljonka,F
milka,F
milkana,F
milko,M
milla,F
millan,M
millard,M
mille,F
milli,F
millicent,F
millie,F
millo,M
milly,F
milo,M
miloje,M
milojka,F
milojko,M
miloljub,M
milomir,M
milorad,M
miloranka,F
milos,M
milosav,M
milosava,F
miloslav,M
miloslava,F
milosz,M
milot,M
milou,F
miloud,M
milovan,M
milovanka,F
milowit,M
milt,M
miltiade,M
miltiadh,M
miltiadis,M
miltjadh,M
milton,M
miluc,M
miludia,F
milun,M
milunka,F
miluse,F
miluska,F
milu,M
milutin,M
milva,F
milve,F
milvert,M
milvi,F
milvia,F
milvio,M
milvo,M
mily,F
milyonka,F
mima,F
mimes,M
mimi,F
mimke,?
mimma,F
mimmi,F
mimmo,M
mimo,M
mimoza,F
mimy,F
mina,F
minah,F
minako,F
minakshi,F
minal,F
minami,F
minara,F
minas,M
minavere,F
mincho,M
minda,F
mindaugas,M
mindel,F
mindert,M
mindi,F
mindia,M
mindra,F
mindy,F
mine,F
minea,F
minekazu,M
mineke,F
mineko,F
minel,M
minela,F
minella,F
mineo,M
minerva,F
mineta,F
minette,F
minh,F
minica,F
minicus,M
minija,F
minir,M
minire,F
minja,F
minjo,M
minka,F
minke,F
minko,M
minna,F
minni,F
minnie,F
minno,M
mino,M
minodor,M
minodora,F
minola,F
minoo,F
minori,F
minoru,M
mintautas,M
mintauts,M
mintje,?
minttu,F
minush,M
minushe,F
minvydas,M
miny,F
minyo,M
mioara,F
miodrag,M
mioko,F
miomir,M
miorita,F
miqael,M
miquel,M
miquela,F
miquelina,F
mir,M
mira,F
mirabela,F
mirabelle,F
mirac,F
miracle,F
miradie,F
miradije,F
miral,?
miraldina,F
miraldine,F
miralem,M
miralena,F
miran,M
mirande,F
mirando,M
miranta,F
mirari,F
mirash,M
miray,F
mirbana,F
mirca,F
mircea,M
mircela,F
mircho,M
mirco,M
mirdash,M
mirdza,F
mirei,F
mireia,F
mireille,F
mirela,F
mirella,F
mirelle,F
mirello,M
miren,F
mireno,M
mirga,F
mirgjen,M
mirgjin,M
mirha,M
mirhan,F
miri,F
miria,F
miriam,F
mirian,F
miriana,F
miriano,M
mirie,F
mirijam,F
mirijela,F
mirio,M
miriyam,F
mirja,F
mirjam,F
mirjami,F
mirjana,F
mirjanka,F
mirjeta,F
mirka,F
mirkka,F
mirkku,F
mirlind,M
mirlinda,F
mirna,F
mirnel,M
mirnes,M
mirnesa,F
mirnije,F
miro,M
miroljub,M
miron,M
mirona,F
mironica,F
mirosava,F
mirosavka,F
miroslava,F
miroslaw,M
miroslawa,F
mirsad,M
mirsada,F
mirsade,F
mirsie,F
mirso,M
mirte,F
mirthe,F
mirtila,F
mirto,M
mirton,M
miruna,F
mirush,M
mirushe,F
mirva,F
mirvat,F
mirveta,F
mirvete,F
mirvjen,M
mirvjena,F
miryam,F
mirza,M
mirzet,M
mirzeta,F
mirzhan,M
misae,F
misael,M
misak,M
misaki,F
misako,F
misao,F
misato,F
misbah,M
mischel,M
mise,M
misericordia,F
miseta,F
misha,M
mishel,M
misi,M
misic,M
misja,?
misko,M
mislav,M
miso,M
missy,F
mist,F
misti,F
misty,F
misu,M
misuzu,F
mita,F
mitana,F
mitar,M
mitat,M
mitch,M
mitchel,M
mitchell,M
mite,M
mithat,M
mithilesh,F
mithlesh,F
mitica,M
miti,M
mitja,M
mitju,M
mitka,F
mitko,M
mitra,F
mitre,M
mitrea,F
mitrita,F
mitru,M
mitruta,F
mitsuaki,M
mitsugu,M
mitsuharu,M
mitsuhiko,M
mitsuhiro,M
mitsuki,F
mitsuko,F
mitsumasa,M
mitsunobu,M
mitsunori,M
mitsuo,M
mitsuru,M
mitsutoshi,M
mitsuya,M
mitsuyo,F
mitsuyoshi,M
mitsuyuki,M
mittie,F
mituta,F
mitxel,M
mityu,M
mitzi,F
mitzka,F
miwa,F
miwako,F
miya,F
miyako,F
miyase,F
miyo,F
miyoko,F
miyu,F
miyuki,F
mizir,M
mizka,F
mizue,F
mizuho,F
mizuki,F
mizuko,F
mjoll,F
mkhitar,M
mkrtich,M
mladan,M
mladen,M
mladenka,F
mladenko,M
mnatsakan,M
modesta,F
modestas,M
modeste,M
modestina,F
modestine,F
modestino,M
modra,F
modris,M
modrite,F
moe,F
moeidur,F
moeko,F
moeteus,M
mogens,M
mohamad,M
mohamadou,M
mohamed,M
mohammad,M
mohammadou,M
mohammed,M
mohan,M
mohana,F
mohanathas,M
mohigul,F
mohinder,M
mohini,F
mohsen,M
mohsin,M
mohssen,M
moin,M
moina,F
moira,F
moire,F
moireach,F
moiriosa,F
moisi,M
mojca,F
mojgan,F
mojmir,M
mojsije,M
mojtaba,M
mok,?
mokhtar,M
mollie,F
molly,F
momchil,M
momcilo,M
momir,M
momka,F
momme,M
momo,F
momoe,F
momoko,F
mona,F
monah,F
monalda,F
monaldo,M
monalisa,F
moncef,M
monette,F
mong,?
moni,F
monia,F
moniek,F
monieke,F
monique,F
monisha,F
monja,F
monka,F
monna,F
monno,M
monroe,M
monserrat,F
monta,F
montana,F
monte,M
montgomery,M
monther,M
montje,?
montse,F
montxo,M
monty,M
moo,?
mook,?
moona,F
moonika,F
moos,M
mootje,?
mor,M
mora,F
morad,M
morag,F
morane,F
moravka,F
moray,M
mordecai,M
mordechai,M
mordechay,M
mordehai,M
mordehay,M
mordur,M
morella,F
morello,M
morena,F
moreno,M
morfudd,F
morfydd,F
morgana,F
morgane,F
morgann,?
morganne,F
morgiane,F
mori,M
moriah,F
morihiko,M
morihiro,M
morihisa,M
morimasa,M
morio,M
moris,M
morits,M
moritz,M
morkus,M
morna,F
morris,M
morrison,M
morry,M
mort,M
morta,F
morten,M
morteza,M
mortimer,M
morton,M
morvan,M
morven,M
morvyn,?
morwen,F
morwenna,F
mosa,M
moschka,F
moscu,M
moses,M
moshe,M
moshka,F
mostafa,M
mostyn,M
moti,M
motiejus,M
motoaki,M
motofumi,M
motohiko,M
motohiro,M
motohisa,M
motoi,M
motoki,M
motoko,F
motomitsu,M
motonobu,M
motonori,M
motoo,M
mototsugu,M
motti,M
moufid,M
mouhamad,M
mouhamed,M
mouhammad,M
mouhammed,M
mouin,M
mouloud,M
mouna,F
mounah,F
moung,?
mounia,F
mounir,M
mounira,F
mounjid,M
mourad,M
mousa,M
moussa,M
moustafa,M
mouzaffar,M
movlud,M
movses,M
mowlud,M
moya,F
moyna,F
mozelle,F
mridalini,F
mridula,F
mrinal,F
mualla,F
muamar,M
muamer,M
muamir,M
muammar,M
muammer,M
muarem,M
muayad,M
muaz,M
muazzez,F
mubarak,M
mubariz,M
mubera,F
muberra,F
mucahit,M
mucella,F
muchtar,M
mudite,F
muemil,M
mufid,M
mufit,M
muge,F
mugihiko,M
muguette,F
mugur,M
mugurel,M
muhamad,M
muhamed,M
muhamet,M
muhammed,M
muhammer,M
muhammet,M
muharem,M
muharrem,M
muhedin,M
muhiba,F
muhibija,M
muhidin,M
muhittin,M
muho,M
muhsin,M
muhsine,F
muhtar,M
muhterem,F
muhyiddin,M
mui,?
muin,M
muir,?
muire,F
muireall,F
muireann,F
muiris,M
muirne,F
mujdat,M
mujde,F
mujesira,F
mujgan,F
mujo,M
muk,?
mukadder,F
mukaddes,F
mukades,F
mukaram,M
mukelefa,F
mukerrem,?
mukesh,M
mukhayyo,F
mukhran,M
mukhtar,M
mukhtiar,M
mukremin,M
mukrime,F
mukta,F
mukul,M
mukula,F
mulkiye,F
mumin,M
muna,F
munawar,F
munda,F
muneer,M
muneera,F
munehito,M
muneo,M
munever,M
munevera,F
munevver,F
mungo,M
munib,M
muniba,F
munira,F
munire,F
munro,M
munur,M
mura,F
murad,M
muradif,M
muraleetharan,M
murat,M
muratbek,M
muratcan,M
murathan,M
murdo,M
murdoch,M
muriele,F
murielle,F
murk,M
murman,M
murphy,M
murray,M
murrough,M
mursel,?
mursude,F
murtaza,M
murugan,M
murugesu,M
muruvvet,F
murvet,F
murvete,F
musa,M
musan,M
musat,M
musema,F
muserref,F
mushegh,M
mushtak,F
mushtaq,M
musli,M
mustapha,M
mutasem,M
mutasim,M
mutazz,M
muteus,M
muthaih,M
muthiah,M
muthild,F
muthu,M
muthukumar,M
muthukumaru,M
muthuthamby,M
mutlu,?
mutsuko,F
mutsumi,F
mutsunori,M
muttalip,M
muwafak,M
muwaffak,M
muyesser,F
muza,F
muzafer,M
muzafere,F
muzaffar,M
muzaffer,M
muzeyyen,F
muzio,M
muzzaffar,M
mya,F
myah,F
myeong,?
myfanwy,F
myfit,M
myftar,M
myhaylo,M
mykhailo,M
mykhajlo,M
mykhaylo,M
mykola,M
mykolas,M
mykyta,M
mylene,F
myles,M
mylvaganam,M
mynevere,F
mynire,F
mynyr,M
myqerem,M
myra,F
myranda,F
myrddin,M
myriam,F
myriame,F
myriane,F
myrianne,F
myriel,F
myrielle,F
myrjam,F
myrke,F
myrle,F
myrna,F
myron,M
myroslav,M
myroslava,F
myrsini,F
myrta,F
myrte,F
myrteza,M
myrtha,F
myrthe,F
myrtice,F
myrtie,F
myrtille,F
myrtis,F
myrtle,F
myrvete,F
mysie,F
myslym,M
mysti,F
myzafer,M
myzaferr,M
myzejen,M
mzia,F
naama,F
naamah,F
naaman,M
naana,F
nabeel,M
nabeela,F
nabih,M
nabiha,F
nabihah,F
nabil,M
nabila,F
nabilah,F
nacer,M
nachman,M
nacho,M
nachshon,M
nachum,M
naci,M
naciye,F
nadan,M
nadaraj,M
nadaraja,M
nadarajah,M
nadarajan,M
nadarasa,M
nadav,M
nadea,F
nadeem,M
nadeer,M
nadege,F
nadeige,F
nadejda,F
nadenka,F
nader,M
nadeschda,F
nadette,F
nadda,F
nadhim,M
nadica,F
nadide,F
nadiege,F
nadien,F
nadija,F
nadije,F
nadim,M
nadin,F
nadine,F
nadir,M
nadira,F
nadirah,F
nadire,F
nadiv,M
nadiya,F
nadiyah,F
nadiye,F
nadja,F
nadjia,F
nadka,F
nado,M
nadra,F
nadwa,F
nadya,F
nadzeya,F
nadzija,F
naeem,M
naeema,F
nael,M
naelle,F
naemi,F
nafi,M
nafie,F
nafije,F
nafisa,F
nafissa,F
nafiye,F
nafiz,M
nafsika,F
naftali,M
nagako,F
nagalingam,M
nagamany,M
nagamuthu,M
nagan,M
nagarajah,M
nagehan,F
nageswaran,M
nageswary,M
naghmeh,F
nagi,M
nagib,M
nagihan,F
nagima,F
nagisa,F
nagore,F
nagy,M
nahed,F
naheed,F
nahid,F
nahida,F
nahide,F
nahil,M
nahit,M
nahla,F
nahlah,F
nahman,M
nahne,?
naho,F
nahod,M
nahoko,F
naiden,M
nail,M
naila,F
naile,F
nailia,F
nailja,F
nailya,F
naim,M
naima,F
naimat,F
naime,F
naina,F
naira,F
nairi,F
nairn,M
nairne,?
naitcho,M
naja,F
najada,F
najah,F
najat,F
najda,F
najdan,M
najden,M
najdenka,F
najdo,M
najee,M
najeebullah,M
naji,M
najia,F
najib,M
najiba,F
najibullah,M
najim,M
najla,F
najma,F
najtcho,M
najwa,F
nak,?
nakhshun,F
nakia,F
nakim,M
nakisa,M
nakisha,F
nako,M
nakuleswaran,M
nalan,F
nalda,F
naldina,F
naldo,M
nalini,F
nallathamby,M
nalliah,M
nami,F
namig,M
namiko,F
namiq,M
namir,M
namira,F
namita,F
namus,M
nana,F
nanae,F
nanako,F
nanam,M
nanami,F
nancee,F
nanci,F
nancie,F
nanda,F
nandan,M
nandini,F
nandita,F
nando,M
nandor,M
nanette,F
nang,?
nani,F
nanja,F
nanjo,M
nanka,F
nanko,M
nanna,F
nannette,F
nannie,F
nanning,M
nanno,M
nanny,F
nansy,F
nanthakumar,M
nantke,?
nantkea,F
nanuli,F
nanyo,M
nao,F
naohiko,M
naohiro,M
naohisa,M
naohito,M
naoise,M
naoji,M
naoki,M
naoko,F
naoma,F
naomi,F
naomie,F
naor,M
naotaka,M
naoto,M
naoya,M
naoyuki,M
napalis,M
napalys,M
napoleonas,M
napoleone,M
napolon,M
nara,F
narayan,M
narcis,M
narcisa,F
narciso,M
narciza,F
narcizas,M
narcizia,F
narcyz,M
nard,M
narda,F
nardine,F
nardo,M
nare,F
narek,M
narender,M
naresa,F
naresh,M
narfi,M
narges,F
nargis,F
nargiz,F
nargiza,F
nariaki,M
narimantas,M
narin,F
narinder,M
narine,F
naritaka,M
narjes,F
narmila,F
narmin,F
narmina,F
narsutis,M
narumi,F
narunas,M
narve,M
naryja,F
nasar,M
nascimento,M
naseem,M
naseema,F
naseer,M
naser,M
nashreen,F
nasi,F
nasib,M
nasiba,F
nasibe,F
naside,F
nasiha,F
nasim,M
nasima,F
nasir,M
nasiruddin,M
nasit,M
nasja,F
nasko,M
nasra,F
nasreddin,M
nasreddine,M
nasreen,F
nasri,M
nasriddin,M
nasrin,F
nasrine,F
nasser,M
nassif,M
nassim,M
nassir,M
nassrin,F
nastafa,F
nastaran,F
nastase,M
nastasia,F
nastasie,M
nastasja,F
nastassia,F
nastja,F
nastya,F
nasuh,M
nata,F
natacha,F
natala,F
natale,M
natalee,F
natali,F
nataliea,F
nataliia,F
natalina,F
natalino,M
natalita,F
nataliya,F
natallia,F
nataly,F
natalya,F
natanael,M
nataniel,M
natascha,F
natascia,F
natasja,F
natavan,F
natela,F
natella,F
natercia,F
natercio,M
nathael,M
nathalia,F
nathalie,F
nathaly,F
nathan,M
nathanael,M
nathanaelle,F
nathanial,M
nathaniel,M
nathasja,F
nathen,M
nathir,M
nati,M
natia,F
natig,M
natija,M
natik,M
natiq,M
natividad,F
natividade,F
natko,M
nato,F
natsuki,F
natsuko,F
natsumi,F
natsuo,?
natusuko,F
naty,M
naughton,M
naum,M
naun,M
nauris,M
nausica,F
naut,M
nautilio,M
nava,F
navah,F
navaratnam,M
navdeep,M
naveed,M
naveen,M
navid,M
navin,M
navina,F
navit,F
navtej,M
nawal,F
nawaz,M
naxhi,M
naxhie,F
naxhije,F
nay,F
nayda,F
nayden,M
naydenka,F
nayeli,F
nayla,F
nayma,F
naytcho,M
naz,F
nazaire,M
nazan,F
nazanin,F
nazar,M
nazare,F
nazarena,F
nazareno,M
nazaria,F
nazario,M
nazdar,F
nazeer,M
nazeli,F
nazgul,F
nazif,M
nazifa,F
nazife,F
nazih,M
naziha,F
nazik,M
nazila,F
nazima,F
nazime,F
nazir,M
nazira,F
nazire,F
nazli,F
nazlie,F
nazlije,F
nazmi,M
nazmican,M
nazmie,F
nazmije,F
nazmiye,F
nazrin,F
nazym,F
nazzarena,F
nazzareno,M
nazzarenu,M
nazzario,M
nderim,M
ndricim,M
ndue,M
nea,F
neacsa,F
neacsu,M
neaga,F
neagoe,M
neagu,M
neal,M
neala,F
neale,M
neasa,F
neascu,M
neassa,F
nebahat,F
nebi,M
nebih,M
nebiha,F
nebojsa,M
necaattin,M
necat,M
necati,M
necattin,?
necdet,M
nechama,F
nechemia,M
nechita,F
necibe,F
necip,M
necla,F
necmettin,M
necmi,M
necmiye,F
nectara,F
nectarie,M
nector,M
neculae,M
neculai,M
neculaiu,M
neculina,F
neculita,F
ned,M
neda,F
nedaa,F
nedada,F
nedal,M
nedda,F
neddo,M
nedea,F
nedelcho,M
nedelcu,M
nedelea,F
nedelia,F
nedelina,F
nedelja,F
nedeljka,F
nedelka,F
nedelya,F
nedia,F
nedib,M
nediljka,F
nediljko,M
nedim,M
nedime,F
nedin,M
nedjalka,F
nedjalko,M
nedju,M
nedka,F
nedko,M
nedra,F
nedret,M
nedyalka,F
nedyalko,M
nedyo,M
nedyu,M
nedzad,M
nedzat,M
needa,F
neela,F
neelam,F
neele,F
neelie,F
neelima,F
neelofar,F
neeltje,F
neelu,F
neeme,M
neena,F
neera,F
neeraj,M
neerja,F
neeru,F
neeta,F
neeti,F
neetu,F
nefisa,F
nefise,F
nefsad,M
neftali,M
negar,F
negoslava,F
neguta,F
neha,F
nehal,F
nehat,M
nehemiah,M
nehemie,?
nehir,F
neidhard,M
neidhardt,M
neige,F
neilan,M
neilius,M
neill,M
neithard,M
neithart,M
nejat,M
nejc,M
nejdet,M
nejka,F
nejko,M
nejla,F
nejra,F
nekane,F
nektaria,F
nektarios,M
nel,F
nela,F
nelda,F
neldo,M
nelea,F
neli,F
neliana,F
nelica,F
nelida,F
nelie,F
neliha,F
nelina,F
nelio,M
nelja,F
neljana,F
nelke,F
nella,F
nelle,F
nelleke,F
nelli,F
nellianne,F
nellie,F
nellija,F
nellina,F
nello,M
nelly,F
nellya,F
nels,M
nelu,M
neluta,F
nelutu,M
nelya,F
nelyana,F
nemanja,M
nemesia,F
nemesio,M
nemrin,M
nena,F
nenad,M
nencho,M
nenka,F
nenko,M
neno,M
nenu,M
neomi,F
neonila,F
nera,F
nere,F
nereida,F
nereo,M
nergis,F
nergiz,F
neria,F
nerijus,M
nerimane,F
nerina,F
neringa,F
nerino,M
nerio,M
neris,M
neritan,M
nermana,F
nermina,F
nermine,F
nermira,F
nerses,M
nertil,M
nertila,F
nerute,F
nery,F
nerys,F
nesa,F
nesat,M
nescha,F
neschka,F
nese,F
nesha,F
neshama,F
neshet,M
neshka,F
nesib,M
nesibe,F
nesim,M
neslihan,F
nesrije,F
nesrin,F
nesrine,F
nessie,F
nessrine,F
nest,F
nesta,F
nesti,M
nestoras,M
nestore,M
nestori,M
neta,F
netanel,M
nete,F
netice,F
netta,F
nette,F
netti,F
nettie,F
netty,F
netuta,F
netzach,M
neus,F
neva,F
nevaeh,F
neval,F
neve,F
neven,M
nevena,F
nevenka,F
nevenko,M
nevia,F
nevide,F
nevijo,M
nevil,M
nevila,F
neville,M
nevim,F
nevio,M
nevjana,F
nevjanka,F
nevjanko,M
nevra,F
nevres,M
nevrie,F
nevriye,F
nevruz,M
nevyana,F
nevyanka,F
nevyanko,M
nevzat,M
nevzeta,F
newell,M
newroz,M
newt,M
newton,M
nexhat,M
nexhi,M
nexhip,M
nexhmedin,M
nexhmi,M
nexhmie,F
nexhmije,F
neyka,F
neyko,M
neyla,F
neza,F
nezabravka,F
nezahat,F
nezaket,F
nezha,F
nezih,M
neziha,F
nezihe,F
nezir,M
nezira,F
neziye,F
nga,F
ngan,F
nghi,?
nghia,M
nghiem,?
ngoc,F
nguyet,F
nha,F
nham,?
nhan,M
nhat,M
nhi,F
nhieu,?
nhu,F
nhuan,?
nhung,F
nhuong,?
nia,F
nial,M
niall,M
niamh,F
niang,?
nibal,?
nic,M
nicandro,M
nicanor,M
nicanora,F
nicasia,F
nicasio,M
nicat,M
niccola,M
niccolina,F
niccolino,M
niccolo,M
nice,M
niceta,F
niceto,M
nicette,F
nichelle,F
nichita,F
nichol,F
nichola,F
nicholas,M
nichole,F
